p_ar_mois,p_ar_vol,p_ar_ash,p_ar_fc,p_ar_sul,p_ar_hhv,p_ar_lhv,u_ar_oxy_inc
29.95,26.23,30.35,13.47,3.333,2564.945,2278.154,32.603
31.21,26.45,28.58,13.76,2.864,2610.574,2318.583,34.222
30.08,26.57,30.02,13.33,3.106,2576.634,2289.307,32.854
30.85,29.04,22.47,17.64,2.968,3142.726,2852.221,34.609
30.51,28.27,27.35,13.87,2.97,2754.361,2465.259,33.695
30.76,27.96,27.85,13.43,3.037,2681.759,2391.626,33.851
30.48,27.77,27.7,14.05,3.032,2727.903,2438.925,33.803
30.63,28.07,27.36,13.94,3.005,2727.996,2438.399,34.004
28.88,25.85,33.04,12.23,3.21,2453.284,2170.911,31.267
29.33,28.07,29.74,12.86,3.11,2650.816,2366.584,32.565
30.06,27.62,29.44,12.88,2.953,2616.692,2329.448,33.104
30.58,28.45,28.22,12.75,2.996,2679.287,2389.896,33.635
29.5,26.06,31.94,12.5,3.165,2488.703,2203.77,32.474
29.93,26.02,31.36,12.69,2.993,2496.67,2209.962,32.846
30.29,26.66,30.3,12.75,3.029,2555.919,2267.725,33.343
29.84,27.92,28.79,13.45,2.884,2656.227,2369.89,33.512
31.05,27.94,27.28,13.73,2.774,2702.588,2411.257,34.81
29.6,28.4,28.1,13.9,2.971,2741.112,2455.766,33.232
30.45,28.3,28.22,13.03,2.792,2677.208,2388.353,33.723
29.66,26.11,30.79,13.44,3.084,2569.429,2283.835,32.377
28.65,26.83,30.49,14.03,3.063,2667.41,2385.986,31.704
29.19,27.39,29.25,14.17,3.015,2716.343,2432.69,32.263
29.76,28.17,28.25,13.82,2.072,2750.682,2464.676,33.851
31.56,27.42,25.14,15.88,2.696,2808.984,2515.548,35.61
32.71,27.05,23.67,16.57,2.17,2832.571,2534.388,37.027
30.86,27.54,25.73,15.87,2.564,2830.92,2540.373,35.467
30.37,28.43,25.5,15.7,2.551,2854.098,2565.574,35.299
30.43,28.13,25.45,15.99,2.468,2877.476,2588.705,34.908
31.52,28.22,21.76,18.5,2.126,3066.012,2772.741,36.522
31.35,28.93,19.74,19.98,2.297,3271.702,2979.133,36.541
31.99,27.94,20.88,19.19,2.025,3075.079,2779.868,37.213
32.44,27.8,21.07,18.69,2.046,3029.802,2732.733,37.278
30.18,28.61,23.18,18.03,2.37,3042.704,2754.964,35.076
31.14,27.46,23.96,17.44,2.264,2948.944,2657.241,35.526
30.45,27.95,23.09,18.51,2.295,3071.654,2782.8,35.204
30.3,28.39,23.46,17.85,2.28,3021.174,2732.939,34.997
29.34,26.83,29.08,14.75,2.556,2696.762,2412.489,32.602
29.16,28.01,26.35,16.48,2.229,2884.744,2601.215,33.686
28.64,28.22,27.54,15.6,2.199,2812.344,2530.962,33.543
28.07,25.74,28.78,17.41,2.888,2879.766,2600.736,31.938
30.35,26.84,24.72,18.09,2.955,3014.553,2726.111,33.901
29.96,26.98,26.11,16.95,2.821,2910.338,2623.506,33.694
28.51,27.77,26.8,16.92,3.023,2965.819,2684.972,32.219
28.87,28.5,22.64,19.99,2.351,3196.039,2913.706,34.122
29.4,28.07,24.43,18.1,2.4,3081.232,2796.712,33.842
29.44,28.84,23.06,18.66,2.327,3130.635,2845.95,34.175
30.3,28.33,24.52,16.85,2.792,2996.115,2707.88,33.811
29.41,28.47,25.94,16.18,2.907,2953.596,2669.035,32.85
30.8,27.52,24.37,17.31,2.241,2949.613,2659.314,35.086
29.92,28.21,22.58,19.29,2.358,3109.457,2822.791,35.005
30.32,27.65,24.93,17.1,2.291,2937.197,2648.88,34.548
29.23,29.25,22.83,18.69,2.687,3121.983,2838.165,33.791
28.41,29.18,29.31,13.1,3.82,2802.568,2522.135,30.794
29.46,28.47,26.93,15.14,3.306,2897.912,2613.144,32.358
28.78,30.4,24.6,16.22,3.292,3023.46,2741.5,32.628
30.23,28.18,24.14,17.45,2.308,2986.284,2698.338,34.73
29.21,29.23,23.8,17.76,2.944,3043.92,2760.184,33.922
29.44,28.48,25.06,17.02,2.48,2982.413,2697.728,33.469
30.65,27.87,24.55,16.93,2.447,2933.368,2643.688,34.528
31.28,27.46,24.63,16.63,2.447,2893.44,2601.16,35.103
30.21,28.66,22.06,19.07,2.697,3105.02,2817.156,34.937
31.32,26.96,24.62,17.1,2.427,2900.805,2608.359,35.075
32.42,27.21,23.17,17.2,2.076,2894.421,2597.435,36.561
31.36,28.29,21.99,18.36,2.535,3038.607,2745.996,35.851
30.08,29.81,21.96,18.15,2.754,3145.824,2858.497,34.473
30.84,27.99,24.81,16.36,2.076,2840.939,2550.475,35.37
28.71,29.01,26.47,15.81,2.541,2901.826,2620.154,33.446
28.93,29.49,23.33,18.25,2.205,3054.839,2772.26,34.517
29.26,29.31,24.46,16.97,2.208,2967.464,2683.522,35.86
30.61,28.94,19.02,21.43,2.142,3335.451,3045.936,36.417
29.76,29.43,21.42,19.39,2.205,3194.888,2908.882,34.724
32.15,27.99,20.1,19.76,2.195,3130.553,2834.681,36.889
32.84,26.4,22.47,18.29,2.25,2949.14,2650.42,36.7
32.85,26.85,21.1,19.2,2.234,3057.717,2758.956,36.95
32.79,28.23,18.85,20.13,2.217,3190.595,2892.082,37.674
33.42,27.71,16.09,22.78,2.309,3442.58,3141.466,37.705
33.17,27.92,15.99,22.92,2.354,3449.617,3149.534,37.546
31.09,29.59,16.23,23.09,2.324,3545.741,3254.245,35.852
31.18,29.24,15.35,24.23,2.347,3651.406,3359.539,36.136
30.05,28.03,23.96,17.96,2.807,3088.199,2800.995,33.709
29.21,25.89,28.61,16.29,2.382,2778.99,2495.255,33.042
29.21,27.91,24.42,18.46,2.268,3025.903,2742.168,34.523
28.42,26.71,28.74,16.13,2.565,2802.121,2521.646,32.487
29.23,27.67,24.6,18.5,2.383,3045.827,2762.008,33.925
28.17,27.61,26.18,18.04,2.671,3031.225,2751.782,32.51
28.32,28.05,26.65,16.98,2.715,3001.129,2721.067,32.876
29.7,28.02,24.64,17.64,2.805,3030.059,2744.301,33.521
29.42,28.37,24.94,17.27,2.898,3009.247,2724.644,33.488
27.47,27.99,27.7,16.84,2.674,2974.793,2698.24,31.11
27.07,27.47,29.39,16.07,2.486,2872.174,2597.272,31.355
28.69,28.23,25.33,17.75,2.467,3000.394,2718.805,33.463
27.77,29.02,21.18,22.03,2.3,3388.536,3110.744,33.445
28.48,29.04,21.13,21.35,2.094,3341.5,3060.778,34.241
28.39,28.38,24.74,18.49,2.737,3124.024,2843.673,32.386
30.51,30.34,15.64,23.51,1.978,3611.565,3322.463,36.576
27.85,29.19,26.83,16.13,3.087,2982.518,2704.396,31.641
29.08,30.3,18.38,22.24,2.033,3469.314,3186.115,34.996
30.38,29.01,19.45,21.16,2.168,3311.922,3023.356,35.744
30.7,28.59,21.17,19.54,2.389,3191.427,2901.54,35.221
28.87,29.21,20.45,21.47,2.3,3356.867,3074.535,34.196
29.81,29.38,20.56,20.25,2.267,3299.698,3013.486,34.032
30.09,29,22.32,18.59,2.604,3113.58,2826.211,34.719
31.11,29.78,20.41,18.7,2.363,3146.803,2855.224,36.174
29.71,30.62,22.88,16.79,2.473,3028.403,2742.604,35.028
26.04,28.61,27.26,18.09,3.168,3105.581,2834.93,29.96
26.29,29.07,26.19,18.45,3.076,3176.617,2904.935,30.044
26.31,29.21,25.45,19.03,3.184,3230.492,2958.727,30.06
26.06,30.17,22.9,20.87,2.573,3349.281,3078.548,31.514
30.56,29.55,17.95,21.94,2.291,3452.277,3162.969,35.848
27.77,29.45,22.96,19.82,2.709,3245.609,2967.818,32.212
30.8,29.26,19.01,20.93,2.463,3353.273,3062.974,35.79
31.98,29.27,16.36,22.39,2.12,3444.909,3149.739,37.117
30.92,29.71,22.36,17.01,2.446,3000.53,2709.736,35.983
30.67,29.97,20,19.36,2.204,3170.417,2880.654,36.406
27.87,26.63,30.77,14.73,2.793,2716.817,2438.613,31.21
31.57,29.8,18.5,20.13,2.294,3267.008,2973.53,36.239
31.61,29.64,17.32,21.43,2.248,3333.861,3040.218,37.49
30.7,30.06,18.55,20.69,2.245,3325.393,3035.507,35.602
30.73,29.81,18.26,21.2,2.095,3364.967,3074.957,36.45
28.93,30.33,18.88,21.86,2.178,3389.426,3106.846,35.439
31.03,29.33,18.31,21.33,2.105,3340.734,3049.486,35.747
31.45,29.68,16.23,22.64,2.161,3510.532,3217.549,36.836
27.25,27.36,28.56,16.83,2.589,2916.967,2641.322,31.712
30.1,30.32,15.77,23.81,2.174,3626.949,3339.54,35.892
26.96,26.78,31.99,14.27,2.562,2630.487,2356.039,31.501
27.16,27.07,30.84,14.93,2.718,2725.649,2450.375,31.061
31.9,29.2,15.42,23.48,2.649,3582.985,3288.146,36.158
30.7,29.8,14.42,25.08,2.476,3738.66,3448.774,36.121
27.85,28.59,26.84,16.72,3.543,3061.491,2783.369,31.135
27.99,28.82,28.21,14.98,3.166,2896.361,2617.662,31.575
29.13,28.34,24.3,18.23,3.056,3111.922,2828.516,32.933
25.64,27.62,29.84,16.9,3.056,2972.744,2703.745,29.748
27.44,27.06,28.96,16.54,2.808,2879.511,2603.081,31.324
25.42,28.63,27.16,18.79,3.054,3189.293,2921.202,29.834
27.62,26.83,29.2,16.35,2.583,2837.091,2559.919,31.855
28.68,29.32,24.61,17.39,3.003,3121.07,2839.523,32.566
27.36,27.48,28.76,16.4,3.351,2899.818,2623.719,31.223
29.51,27.87,26.35,16.27,3.195,2915.091,2630.117,33.089
27.64,28.69,27.1,16.57,3.167,2870.864,2593.609,33.001
27.97,29.35,24.62,18.06,1.802,3206.71,2928.092,33.029
28.36,29.44,24.4,17.8,1.75,3170.539,2890.312,33.169
27.91,28.41,29.17,14.51,1.778,2813.124,2534.754,32.678
28.59,27.79,25.36,18.26,1.541,3109.742,2828.566,33.449
29.069,26.772,29.461,14.699,2.784,2732.383,2449.23,32.76
28.55,27.2,27.52,16.73,2.653,2902.168,2621.157,32.958
29.91,27.36,26.33,16.4,2.615,2936.086,2649.461,33.762
30.4,28.26,22.8,18.54,2.542,3143.086,2854.438,34.939
29.21,29.18,24.09,17.52,3.06,3114.964,2831.228,33.555
27.85,26.66,30.46,15.03,2.928,2734.279,2456.157,31.933
28.47,29.01,22.86,19.66,2.26,3265.214,2984.533,33.509
28.17,29.03,25.3,17.5,2.728,3099.869,2820.426,33.003
28.34,27.94,31.67,12.05,1.739,2453.841,2173.696,34.375
33.4,29.11,17.26,20.23,2.387,3262.478,2961.446,38.354
32.13,28.51,21.53,17.83,1.992,2961.205,2665.416,38.31
32.06,28.82,19.24,19.88,2.068,3160.134,2864.634,38.427
32.12,28.51,20.38,18.99,2.088,3052.9,2757.152,37.951
34,27.99,19.7,18.31,2.187,3034.843,2731.335,38.838
34.52,29.19,17.55,18.74,2.193,3111.17,2805.516,39.696
34.02,29.7,17.06,19.22,2.259,3180.076,2876.485,39.186
32.04,28.56,20.08,19.32,2.153,3132.116,2836.699,36.841
32.61,27.85,19.32,20.22,2.176,3177.779,2880.008,37.297
33.26,27.96,17.91,20.87,2.213,3261.395,2960.942,37.941
32.64,28.02,18.62,20.72,2.589,3301.169,3003.275,36.748
32.15,28.49,19.39,19.97,2.507,3262.401,2966.529,36.545
32.7,28.1,18.37,20.83,2.597,3306.196,3008.054,36.534
32.79,28.5,17.79,20.92,2.6,3356.314,3057.801,36.405
31.26,29.28,18.45,21.01,2.26,3348.769,3056.571,36.055
30.34,29.38,20.59,19.69,2.344,3222.852,2934.452,35.276
31.94,28.21,20.46,19.39,2.611,3151.7,2856.695,36.115
30.96,28.85,19.92,20.27,2.632,3266.766,2975.806,36.224
31.24,28.41,19.83,20.52,2.652,3308.62,3016.505,35.404
30.67,28.93,21.27,19.13,2.748,3234.075,2944.312,34.277
30.44,29,20.79,19.77,2.739,3260.254,2971.441,35.015
31.24,30.09,16.12,22.55,2.17,3539.422,3247.306,36.313
30.51,29.16,19.11,21.22,2.396,3414.436,3125.334,34.972
29.56,28.61,26.45,15.38,3.15,2897.891,2612.711,32.581
30.64,29.71,17.79,21.86,2.622,3420.594,3130.955,35.543
29.17,29.49,24.27,17.07,3.242,3099.565,2815.994,32.57
28.12,29.23,26.91,15.74,3.574,3357.387,2728.151,30.897
30.05,29,19.87,21.08,2.824,3402.601,3115.398,34.123
31.46,28.28,16.28,23.98,2.478,3624.182,3331.158,35.524
30.76,28.3,21.73,19.21,2.968,3248.342,2958.208,33.78
31.38,28.7,17.52,22.4,2.441,3486.73,3194.037,35.571
31.35,29.86,18.47,20.32,2.662,3284.285,2991.716,36.32
31.19,28.6,19.72,20.49,2.272,3258.158,2966.249,36.077
31.46,28.9,17.66,21.98,2.814,3438.406,3145.383,35.929
31.42,28.7,18.3,21.58,2.66,3384.978,3092.119,35.995
30.75,29.13,20.5,19.62,2.701,3224.201,2934.109,35.699
31.96,29.14,17.12,21.78,2.299,3423.583,3128.495,36.69
32.43,29.68,15.18,22.71,2.196,3537.466,3240.439,37.98
32.01,29.26,15.36,23.37,2.126,3601.402,3306.108,37.25
33.3,29.07,14.84,22.79,2.196,3520.256,3219.637,38.198
33.22,27.98,18.13,20.67,2.461,3206.02,2905.732,37.837
31.73,29.68,15.75,22.84,2.238,3552.867,3258.729,37.279
31.55,28.89,20.69,18.87,2.429,3027.955,2734.56,36.9
31.52,29.65,20.86,17.97,2.376,2979.397,2686.126,36.919
31.39,29.03,21.07,18.51,2.37,2990.117,2697.382,36.99
31.7,29.39,20.62,18.29,2.343,3012.364,2718.35,37.194
32.07,28.96,20.81,18.16,2.372,2975.02,2679.479,37.219
30.32,29.63,23.06,16.99,2.324,2918.368,2630.05,36.195
31.38,28.68,21.59,18.35,2.364,3002.724,2710.031,36.624
31.89,29.75,19.56,18.8,2.207,3078.189,2783.39,37.661
30.67,30.11,20.81,18.41,2.36,3094.306,2804.544,36.876
28.04,29.35,27.63,14.98,3.003,2896.616,2617.71,32.384
29.44,27.49,27.22,15.85,2.59,2834.535,2549.85,33.821
29.49,27.83,25.27,17.41,2.505,2944.679,2659.787,34.314
31.59,28.87,21.16,18.38,2.259,3015.009,2721.449,36.667
30.907,29.51,20.107,19.477,2.704,3232.381,2941.641,35.756
30.78,29.2,18.91,21.11,2.737,3359.613,3069.397,35.553
31.13,29.25,17.57,22.05,2.981,3495.449,3203.788,35.613
32.41,29,19.66,18.93,2.697,3119.159,2822.214,37.123
31.13,28.83,22.54,17.5,2.403,2966.531,2674.869,36.251
29.48,31.37,15.92,23.23,2.008,3596.326,3311.476,35.677
29.32,29.61,23.19,17.88,2.321,3006.344,2722.154,34.717
29.53,29.18,24.08,17.21,2.337,2938.891,2653.834,34.647
29.34,29.39,23.25,18.02,2.412,3037.313,2753.041,34.437
29.49,29.12,21.02,20.37,2.168,3174.265,2889.373,34.884
29.39,28.95,22.64,19.02,2.177,3063.191,2778.712,34.687
30.97,29.29,19.81,19.93,2.114,3169.812,2878.812,37.362
30.12,29.46,21.3,19.12,2.286,3115.269,2827.777,35.776
30.16,29.39,20.76,19.69,2.176,3177.935,2890.278,36.117
28.04,27.39,29.28,15.29,2.649,3150.72,2503.974,32.337
29.51,29.92,20.14,20.43,2.514,3319.131,3034.157,35.01
28.27,28.53,27.15,16.05,2.642,2905.177,2625.322,33.025
27.51,29,27.28,16.21,2.626,2945.299,2668.581,32.43
30.34,29.71,20.71,19.24,2.546,3228.825,2940.424,35.608
31.177,29.652,19.884,19.287,2.579,3200.777,2908.922,35.949
32.24,28.88,20.17,18.71,2.218,3045.992,2749.749,37.363
33.84,28.69,19.37,18.1,2.214,2951.709,2648.862,39.167
31.86,29.31,19.78,19.05,2.596,3161.779,2867.104,36.579
30.53,29.25,18.99,21.23,2.651,3379.725,3090.541,34.975
31.66,29.62,16.09,22.63,1.87,3443.647,3149.798,37.342
31.9,28.26,17.22,22.62,1.76,3353.273,3058.433,37.579
31.52,28.47,20.99,19.02,2.55,3095.248,2801.977,36.492
30.74,28.5,23.26,17.5,2.482,2956.275,2666.223,35.55
31.29,28.05,22.28,18.38,2.515,3019.496,2727.174,35.44
31.51,29.46,20.59,18.44,2.097,3074.259,2781.029,37.034
29.57,29.62,23.17,17.64,2.657,3133.624,2848.402,33.689
32.52,28.87,18.22,20.39,1.798,3173.572,2876.173,38.633
30.11,29.49,20.03,20.37,2.29,3277.28,2989.829,35.781
27.85,28.09,29.84,14.22,2.954,2759.53,2481.408,31.467
30.77,29.36,19.04,20.83,2.134,3278.971,2988.796,36.427
28.84,28.55,26.2,16.41,2.725,2918.761,2636.552,33.34
28.74,29.35,25.31,16.6,2.593,2958.981,2677.185,34.182
30.05,29.58,20.14,20.23,2.113,3205.881,2918.678,36.622
30.86,28.24,22.22,18.68,1.529,3043.55,2753.003,36.888
31.01,28.26,22,18.73,1.676,3092.583,2801.418,36.436
29.63,28.82,23.51,18.04,1.739,3075.982,2790.512,35.142
32.19,28,22.34,17.47,1.612,2963.86,2667.823,36.855
31.367,28.749,19.513,20.372,2.511,3252.388,2959.749,36.038
30.388,28.852,20.607,20.153,2.232,3221.211,2932.612,36.007
30.188,29.297,20.511,20.004,2.524,3286.947,2999.175,35.314
30.922,27.372,26.723,14.984,3.48,3237.756,2499.573,33.864
31.27,29.289,19.814,19.627,2.43,3191.532,2899.291,36.812
30.721,29.24,20.126,19.913,2.613,3251.834,2961.86,35.967
30.425,27.479,26.496,15.599,3.449,3273.928,2585.175,33.548
30.098,28.699,25.37,15.834,3.444,3199.188,2711.707,33.093
28.753,29.276,27.505,14.466,3.627,2886.317,2604.467,32.558
30.262,28.787,23.848,17.103,2.919,3331.868,2743.789,35.16
30.758,29.362,22.683,17.197,2.888,3052.865,2762.739,36.012
31.066,26.694,25.177,17.063,2.689,2903.938,2612.542,34.579
29.982,29.365,24.426,16.228,3.276,3033.691,2746.769,33.01
29.454,27.745,27.874,14.927,3.075,2797.194,2512.451,32.404
29.955,27.957,26.736,15.352,2.863,2830.677,2543.866,33.597
28.224,27.892,30.325,13.559,3.426,2705.916,2426.251,31.233
28.584,28.214,28.198,15.004,3.234,2799.075,2517.924,31.91
29.276,27.541,28.28,14.903,2.905,2763.453,2479.443,32.538
29.626,26.98,28.202,15.192,2.781,2716.685,2431.232,32.865
29.39,27.823,28.191,14.596,2.844,2707.438,2422.958,32.96
29.634,27.361,28.465,14.541,3.254,2709.518,2424.033,32.664
28.628,28.437,27.246,15.689,3,2853.941,2572.608,32.494
29.602,27.518,25.686,17.194,2.664,2925.868,2640.516,33.674
29.335,28.059,26.357,16.249,2.785,2897.623,2613.373,33.369
29.236,27.743,26.467,16.554,3.071,2936.768,2652.924,33.232
29.17,27.421,28.033,15.376,2.902,2777.483,2493.913,33.1
29.19,28.762,26.847,15.201,2.984,3382.97,2549.316,33.21
29.55,27.527,27.378,15.545,3.217,2837.497,2552.356,32.557
29.35,28.018,30.077,12.555,3.267,2614.1,2329.785,32.185
31.262,27.122,26.433,15.182,2.886,2753.741,2461.536,34.314
30.089,27.429,28.24,14.241,3.51,2734.01,2446.645,32.289
30.047,25.685,29.512,14.756,2.714,2626.131,2338.942,33.125
29.952,25.855,29.055,15.137,2.511,2657.722,2370.922,33.418
29.822,26.107,29.737,14.333,2.624,2605.204,2318.942,33.102
29.67,27.463,28.682,14.185,2.399,2617.048,2331.412,34.053
28.679,27.384,27.953,15.984,3.009,3354.081,2572.537,32.418
28.386,27.424,29.722,14.469,2.306,2607.326,2326.993,33.429
27.875,27.637,29.705,14.783,2.419,3090.984,2412.757,32.849
33.177,27.722,19.587,19.514,2.374,3113.521,2813.412,35.595
32.698,28.129,21.097,18.076,2.566,3043.04,2744.905,36.247
32.511,28.149,21.097,18.243,2.31,2985.163,2687.801,36.92
32.828,28.261,21.651,17.261,2.268,2898.943,2600.274,37.352
33.046,28.352,21.192,17.41,2.242,2939.029,2639.457,37.161
33.698,27.41,21.756,17.136,2.29,2879.577,2577.317,37.616
33.621,27.778,21.283,17.318,2.345,2922.04,2620.098,37.533
32.38,28.817,19.279,19.524,2.221,3232.624,2935.803,36.958
31.792,27.802,21.762,18.644,2.488,2997.726,2703.33,36.529
30.67,28.324,21.372,19.634,2.32,3149.172,2859.41,35.754
32.268,28.061,20.614,19.057,2.184,3034.952,2738.591,36.933
32.283,27.731,20.699,19.287,2.17,3044.991,2748.571,36.905
30.399,27.807,22.993,18.802,2.22,3037.129,2748.487,35.482
29.47,28.397,22.923,19.209,2.585,3165.464,2880.656,33.641
32.386,27.788,20.99,18.836,2.367,3075.106,2778.261,36.22
32.444,28.377,20.065,19.114,2.32,3129.376,2832.292,36.549
27.897,28.001,26.451,17.651,3.305,3016.01,2737.696,31.41
28.478,27.697,28.946,14.878,3.159,2794.473,2513.76,31.372
28.979,26.26,30.358,14.404,2.305,3388.857,2306.075,32.688
28.801,27.338,27.502,16.359,2.575,3145.191,2563.144,32.469
28.776,28.31,26.297,16.616,2.621,2914.182,2632.236,32.723
28.197,28.497,29.835,13.472,3.42,2743.114,2463.561,31.239
28.806,29.34,26.049,15.805,3.061,2941.718,2659.65,32.944
31.268,28.41,21.195,19.126,2.38,3142.82,2850.587,35.842
28.84,27.01,27.251,16.899,2.675,3042.979,2618.77,32.937
28.34,28.139,27.42,16.101,2.639,2836.032,2555.887,33.234
28.495,27.382,29.842,14.282,2.599,3229.657,2348.874,33.167
28.083,28.562,27.712,15.643,2.757,3080.03,2550.945,32.85
28.499,27.971,26.681,16.85,2.53,2890.15,2609.35,33.506
28.083,28.829,26.645,16.444,2.854,2971.588,2692.505,32.165
29.149,27.191,28.563,15.098,2.466,2717.197,2433.713,32.918
26.003,30.094,30.655,13.248,3.564,2821.7,2551.203,29.025
28.654,28.802,27.396,15.148,2.386,2888.573,2607.133,32.424
27.302,29.592,27.653,15.453,3.121,2944.3,2668.442,31.54
31.176,27.637,25.405,15.782,3.088,2917.64,2625.79,34.179
29.37,27.159,29.082,14.39,3.289,3035.232,2450.838,32.201
29.894,29.186,24.639,16.281,2.666,2962.719,2676.159,34.176
27.76,29.934,29.021,13.286,3.346,2823.762,2546.013,31.084
29.097,29.356,23.505,18.042,2.653,3139.043,2855.776,33.767
29.532,27.985,26.792,15.692,2.518,2832.626,2547.561,33.91
28.112,29.115,28.157,14.616,3.056,2856.481,2577.278,32.171
27.501,27.608,29.822,15.07,2.74,2789.946,2513.265,31.472
28.795,28.886,26.087,16.232,2.899,2954.277,2672.253,33.083
29.136,29.115,24.75,17,2.84,3054.16,2770.731,33.161
28.113,28.109,29.561,14.217,2.697,3375.686,2421.481,32.434
29.663,29.46,24.527,16.351,2.405,2924.918,2639.313,34.766
29.836,27.203,26.479,16.482,2.715,2873.629,2587.31,33.646
28.027,29.215,23.876,18.882,2.518,3156.117,2877.265,33.557
29.514,28.256,25.04,17.19,2.691,2988.68,2703.69,33.873
28.813,29.103,23.255,18.829,2.821,3209.567,2927.469,33.176
27.817,29.455,25.219,17.509,2.172,2997.414,2719.428,33.927
28.011,28.146,30.39,13.454,2.634,3169.557,2390.772,32.186
28.887,27.873,27.526,15.715,2.523,3031.498,2549.096,33.172
28.432,28.343,27.251,15.975,2.498,2883.216,2602.692,32.712
27.904,29.368,24.489,18.239,2.557,3110.113,2831.77,33.324
28.429,29.012,26.139,16.421,2.065,2875.253,2594.742,34.176
30.148,27.209,25.534,17.108,2.699,2971.174,2683.565,33.64
30.237,28.159,22.657,18.948,2.673,3187.667,2899.693,34.113
28.842,27.446,25.968,17.744,2.543,3014.944,2732.729,32.836
28.706,27.784,26.078,17.432,2.563,3203.216,2721.562,32.718
28.9,29.339,23.934,17.827,2.62,3120.714,2838.26,33.504
30.902,27.609,23.23,18.26,2.574,3059.681,2768.962,34.888
28.566,27.173,28.467,15.794,2.769,3249.887,2568.808,32.146
28.637,27.923,25.538,17.902,2.466,3037.076,2755.707,32.834
29.021,27.915,25.213,17.851,2.874,3098.718,2815.76,32.554
29.136,28.267,24.766,17.831,2.855,3118.218,2834.788,33.036
29.37,27.8,24.843,17.987,2.556,3062.345,2777.951,33.653
30.211,27.796,23.914,18.079,2.399,3056.526,2768.658,34.669
29.519,27.76,25.23,17.491,2.334,2998.592,2713.582,33.937
29.907,27.93,22.279,19.885,2.671,3221.601,2934.988,35.231
29.432,28.237,24.05,18.282,2.705,3102.91,2818.26,32.67
29.151,28.563,23.57,18.715,2.754,3373.447,2889.955,33.244
31.075,27.629,22.055,19.241,3.665,3183.302,2891.866,33.552
28.957,27.578,25.612,17.853,2.672,3019.032,2736.34,32.996
28.095,27.414,27.953,16.538,2.478,2852.948,2573.815,32.583
29.894,29.186,24.639,16.281,2.658,2957.321,2670.762,34.184
27.701,27.997,28.452,15.851,3.878,2896.432,2618.926,30.27
27.904,29.368,24.489,18.239,2.557,3101.34,2822.997,33.324
27.129,28.418,29.344,15.11,3.802,2849.298,2574.152,29.681
31.306,28.568,21.572,18.555,2.803,3139.986,2847.598,35.538
30.557,27.754,23.066,18.623,2.826,3130.56,2841.265,35.017
30.658,27.616,23.506,18.22,3.042,3059.753,2770.042,35.217
29.739,27.914,22.93,19.416,3.046,3154.914,2868.993,35.232
29.869,28.879,21.745,19.506,2.288,3208.845,2922.389,34.663
29.176,27.259,25.832,17.733,2.276,2919.804,2636.208,35.455
29.477,27.344,26.086,17.093,2.837,2958.026,2673.189,35.176
29.685,27.553,25.163,17.599,2.832,2988.676,2702.98,36.143
30.816,27.808,22.194,19.182,2.528,3107.32,2816.954,35.262
29.64,27.63,24.272,18.458,2.676,3048.696,2763.186,34.004
28.425,27.152,27.564,16.859,2.375,2880.239,2599.744,32.782
29.718,27.864,23.609,18.809,2.94,3136.289,2850.456,33.309
29.878,28.205,23.38,18.537,3,3141.153,2854.661,33.663
29.57,27.415,24.4,18.615,2.631,3053.426,2768.203,33.84
30.174,28.221,19.505,22.1,2.979,3425.421,3137.704,34.433
30.309,26.158,27.432,16.1,2.709,2778.812,2490.539,33.785
32.432,28.011,22.038,17.519,2.987,3043.969,2746.932,35.428
31.9,28.141,22.11,17.848,2.825,3057.852,2763.011,35.186
30.69,26.925,25.118,17.267,2.917,2948.392,2658.547,34.36
28.085,27.738,26.689,17.488,2.913,2991.156,2712.062,32.311
28.784,28.646,23.73,18.839,3.144,3201.801,2919.823,32.75
29.263,28.918,23.468,18.351,3.294,3187.423,2903.47,32.813
28.873,26.642,26.569,17.916,3.004,2957.032,2674.688,32.506
29.087,27.534,25.794,17.585,3.202,3031.628,2748.398,32.338
28.811,27.612,25.935,17.642,3.558,3054.143,2772.053,31.73
29.688,26.35,27.099,16.863,3.095,2860.992,2575.282,32.709
25.966,27.625,31.258,15.152,3.767,2805.592,2535.249,29.082
28.111,28.333,25.896,17.66,2.762,3028.948,2749.75,32.241
27.56,27.704,27.4,17.336,2.824,3029.241,2752.317,31.022
27.514,27.725,26.686,18.074,2.832,3079.919,2803.183,31.247
29.928,28.446,22.686,18.94,2.928,3194.529,2907.831,33.819
29.451,28.587,23.557,18.406,2.857,3142.454,2857.725,33.327
30.321,28.223,22.59,18.866,2.677,3140.036,2851.715,34.185
30.204,27.846,24.225,17.724,2.672,3064.784,2776.943,33.827
28.43,28.232,25.11,18.228,2.968,3145.122,2864.606,31.894
29.013,28.86,22.002,20.125,2.98,3361.098,3078.176,33
28.031,27.121,24.473,20.375,2.828,3227.103,2948.235,32.299
28.469,27.276,25.419,18.836,2.379,3054.113,2773.436,33.06
30.3,27.32,22.495,19.885,2.863,3212.072,2923.836,34.162
29.181,27.511,26.06,17.248,2.778,2973.358,2689.74,33.277
29.649,28.331,23.004,19.016,2.364,3148.798,2863.249,34.354
27.881,28.6,24.815,18.703,2.693,3147.086,2868.835,32.35
28.291,27.411,23.457,20.841,2.902,3292.764,3012.822,32.8
29.414,27.794,25.922,16.87,2.961,3010.712,2726.135,32.949
